dataset,language,spkid,gender,whisper_path,normal_path,whisper_length,normal_length,paired,transcription
wtimit,"EN,MA,JP",000,M,s000/audio/s000u034w.wav,s000/audio/s000u034n.wav,47507.0,44938.0,True,Don't do Charlie's dirty dishes.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u035w.wav,s000/audio/s000u035n.wav,54633.0,47493.0,True,Help celebrate your brother's success.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u036w.wav,s000/audio/s000u036n.wav,75956.0,66435.0,True,Only the most accomplished artists obtain popularity.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u037w.wav,s000/audio/s000u037n.wav,69730.0,61768.0,True,Critical equipment needs proper maintenance.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u038w.wav,s000/audio/s000u038n.wav,65886.0,70278.0,True,Young people participate in athletic activities.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u039w.wav,s000/audio/s000u039n.wav,60395.0,59847.0,True,Barb's gold bracelet was a graduation present.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u040w.wav,s000/audio/s000u040n.wav,66435.0,58199.0,True,Stimulating discussions keep students' attention.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u041w.wav,s000/audio/s000u041n.wav,85103.0,73847.0,True,Etiquette mandates compliance with existing regulations.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u042w.wav,s000/audio/s000u042n.wav,53807.0,50238.0,True,Biblical scholars argue history.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u043w.wav,s000/audio/s000u043n.wav,52709.0,56827.0,True,Elderly people are often excluded.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u044w.wav,s000/audio/s000u044n.wav,62043.0,54905.0,True,Basketball can be an entertaining sport.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u045w.wav,s000/audio/s000u045n.wav,57650.0,56552.0,True,Addition and subtraction are learned skills.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u046w.wav,s000/audio/s000u046n.wav,48865.0,50787.0,True,That pickpocket was caught red-handed.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u047w.wav,s000/audio/s000u047n.wav,54379.0,62866.0,True,Mom strongly dislikes appetizers.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u048w.wav,s000/audio/s000u048n.wav,74122.0,65062.0,True,Grandmother outgrew her upbringing in petticoats.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u049w.wav,s000/audio/s000u049n.wav,66984.0,56552.0,True,At twilight on the twelfth day we'll have Chablis.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u050w.wav,s000/audio/s000u050n.wav,75769.0,63415.0,True,Catastrophic economic cutbacks neglect the poor.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u051w.wav,s000/audio/s000u051n.wav,56552.0,62043.0,True,Ambidextrous pickpockets accomplish more.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u052w.wav,s000/audio/s000u052n.wav,65886.0,62018.0,True,Her classical performance gained critical acclaim.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u053w.wav,s000/audio/s000u053n.wav,77135.0,59024.0,True,Even a simple vocabulary contains symbols.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u054w.wav,s000/audio/s000u054n.wav,90172.0,73090.0,True,The eastern coast is a place for pure pleasure and excitement.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u055w.wav,s000/audio/s000u055n.wav,71377.0,67297.0,True,The lack of heat compounded the tenant's grievances.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u056w.wav,s000/audio/s000u056n.wav,77416.0,56545.0,True,Academic aptitude guarantees your diploma.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u057w.wav,s000/audio/s000u057n.wav,70278.0,69260.0,True,The prowler wore a ski mask for disguise.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u058w.wav,s000/audio/s000u058n.wav,107065.0,86946.0,True,We experience distress and frustration obtaining our degrees.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u059w.wav,s000/audio/s000u059n.wav,61494.0,56130.0,True,The singer's finger had a splinter.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u060w.wav,s000/audio/s000u060n.wav,87848.0,88047.0,True,The legislature met to judge the state of public education.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u061w.wav,s000/audio/s000u061n.wav,89495.0,83094.0,True,Chocolate and roses never fail as a romantic gift.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u062w.wav,s000/audio/s000u062n.wav,75220.0,64934.0,True,Any contributions will be greatly appreciated.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u063w.wav,s000/audio/s000u063n.wav,75769.0,66585.0,True,Continental drift is a geological theory.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u064w.wav,s000/audio/s000u064n.wav,68631.0,57781.0,True,Regular attendance is seldom required.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u065w.wav,s000/audio/s000u065n.wav,68631.0,59982.0,True,Challenge each general's intelligence.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u066w.wav,s000/audio/s000u066n.wav,61172.0,63283.0,True,We got drenched from the uninterrupted rain.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u067w.wav,s000/audio/s000u067n.wav,79937.0,86946.0,True,Last year's gas shortage caused steep price increases.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u068w.wav,s000/audio/s000u068n.wav,66534.0,66035.0,True,Upgrade your status to reflect your wealth.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u069w.wav,s000/audio/s000u069n.wav,63690.0,73739.0,True,Eat your raisins outdoors on the porch steps.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u070w.wav,s000/audio/s000u070n.wav,41179.0,30266.0,True,Did you eat yet?
wtimit,"EN,MA,JP",000,M,s000/audio/s000u071w.wav,s000/audio/s000u071n.wav,64239.0,57284.0,True,Porcupines resemble sea urchins.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u072w.wav,s000/audio/s000u072n.wav,48316.0,50694.0,True,Spring Street is straight ahead.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u073w.wav,s000/audio/s000u073n.wav,68631.0,56680.0,True,Cliff's display was misplaced on the screen.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u074w.wav,s000/audio/s000u074n.wav,69730.0,57781.0,True,An official deadline cannot be postponed.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u075w.wav,s000/audio/s000u075n.wav,71377.0,68787.0,True,Fill that canteen with fresh spring water.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u076w.wav,s000/audio/s000u076n.wav,73024.0,69337.0,True,Gently place Jim's foam sculpture in the box.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u077w.wav,s000/audio/s000u077n.wav,77965.0,69337.0,True,Bagpipes and bongos are musical instruments.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u078w.wav,s000/audio/s000u078n.wav,61494.0,58331.0,True,Doctors prescribe drugs too freely.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u079w.wav,s000/audio/s000u079n.wav,71377.0,69887.0,True,Will you please describe the idiotic predicament.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u080w.wav,s000/audio/s000u080n.wav,55454.0,57230.0,True,It's illegal to postdate a check.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u081w.wav,s000/audio/s000u081n.wav,63690.0,60350.0,True,It's impossible to deal with bureaucracy.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u082w.wav,s000/audio/s000u082n.wav,60944.0,64384.0,True,Good service should be rewarded by big tips.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u083w.wav,s000/audio/s000u083n.wav,66435.0,68787.0,True,My instructions desperately need updating.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u084w.wav,s000/audio/s000u084n.wav,94986.0,74840.0,True,Cooperation along with understanding alleviate dispute.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u085w.wav,s000/audio/s000u085n.wav,64788.0,67135.0,True,Cement is measured in cubic yards.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u086w.wav,s000/audio/s000u086n.wav,56003.0,50627.0,True,Hispanic costumes are quite colorful.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u087w.wav,s000/audio/s000u087n.wav,65337.0,64934.0,True,Primitive tribes have an upbeat attitude.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u088w.wav,s000/audio/s000u088n.wav,88731.0,80342.0,True,Flying standby can be practical if you want to save money.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u089w.wav,s000/audio/s000u089n.wav,70278.0,66035.0,True,It's hard to tell an original from a forgery.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u090w.wav,s000/audio/s000u090n.wav,59847.0,52885.0,True,The Thinker is a famous sculpture.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u091w.wav,s000/audio/s000u091n.wav,68631.0,61082.0,True,The misprint provoked an immediate disclaimer.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u092w.wav,s000/audio/s000u092n.wav,70827.0,67686.0,True,A large household needs lots of appliances.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u093w.wav,s000/audio/s000u093n.wav,60944.0,59982.0,True,Cut a small corner off each edge.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u094w.wav,s000/audio/s000u094n.wav,62043.0,58331.0,True,Youngsters love common candy as treats.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u095w.wav,s000/audio/s000u095n.wav,75769.0,66035.0,True,Iguanas and alligators are tropical reptiles.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u096w.wav,s000/audio/s000u096n.wav,73024.0,70988.0,True,Masquerade parties tax one's imagination.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u097w.wav,s000/audio/s000u097n.wav,68631.0,63283.0,True,Penguins live near the icy Antarctic.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u098w.wav,s000/audio/s000u098n.wav,53807.0,51727.0,True,Guess the question from the answer.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u099w.wav,s000/audio/s000u099n.wav,75220.0,65485.0,True,Medieval society was based on hierarchies.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u100w.wav,s000/audio/s000u100n.wav,70827.0,64934.0,True,Project development was proceeding too slowly.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u101w.wav,s000/audio/s000u101n.wav,88397.0,85846.0,True,Kindergarten children decorate their classrooms for all holidays.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u102w.wav,s000/audio/s000u102n.wav,78514.0,90248.0,True,Special task forces rescue hostages from kidnappers.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u103w.wav,s000/audio/s000u103n.wav,59062.0,62733.0,True,Call an ambulance for medical assistance.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u104w.wav,s000/audio/s000u104n.wav,47944.0,46775.0,True,He stole a dime from a beggar.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u105w.wav,s000/audio/s000u105n.wav,68420.0,66585.0,True,You must explicitly delete files.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u106w.wav,s000/audio/s000u106n.wav,53511.0,67135.0,True,A huge tapestry hung in her hallway.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u107w.wav,s000/audio/s000u107n.wav,58748.0,68236.0,True,Birthday parties have cupcakes and ice cream.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u108w.wav,s000/audio/s000u108n.wav,68082.0,75940.0,True,His scalp was blistered from today's hot sun.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u109w.wav,s000/audio/s000u109n.wav,68082.0,74289.0,True,She slipped and sprained her ankle on the steep slope.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u110w.wav,s000/audio/s000u110n.wav,61494.0,78692.0,True,The best way to learn is to solve extra problems.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u111w.wav,s000/audio/s000u111n.wav,56552.0,66660.0,True,His sudden departure shocked the cast.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u112w.wav,s000/audio/s000u112n.wav,62043.0,71505.0,True,Tugboats are capable of hauling huge loads.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u113w.wav,s000/audio/s000u113n.wav,58199.0,63158.0,True,A muscular abdomen is good for your back.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u114w.wav,s000/audio/s000u114n.wav,76867.0,64317.0,True,The cartoon features a muskrat and a tadpole.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u115w.wav,s000/audio/s000u115n.wav,86201.0,65439.0,True,The emblem depicts the Acropolis all aglow.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u116w.wav,s000/audio/s000u116n.wav,60944.0,64459.0,True,Clasp the screw in your left hand.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u117w.wav,s000/audio/s000u117n.wav,61494.0,58642.0,True,The mango and the papaya are in a bowl.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u118w.wav,s000/audio/s000u118n.wav,62043.0,65090.0,True,Combine all the ingredients in a large bowl.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u119w.wav,s000/audio/s000u119n.wav,74122.0,58291.0,True,The misquote was retracted with an apology.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u120w.wav,s000/audio/s000u120n.wav,81809.0,80893.0,True,"The coyote, bobcat, and hyena are wild animals."
wtimit,"EN,MA,JP",000,M,s000/audio/s000u121w.wav,s000/audio/s000u121n.wav,66984.0,70437.0,True,Trespassing is forbidden and subject to penalty.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u122w.wav,s000/audio/s000u122n.wav,80161.0,78141.0,True,Encyclopedias seldom present anecdotal evidence.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u123w.wav,s000/audio/s000u123n.wav,87299.0,69337.0,True,A screwdriver is made from vodka and orange juice.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u124w.wav,s000/audio/s000u124n.wav,62043.0,57230.0,True,Objects made of pewter are beautiful.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u125w.wav,s000/audio/s000u125n.wav,62592.0,46224.0,True,Westchester is a county in New York.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u126w.wav,s000/audio/s000u126n.wav,56003.0,47325.0,True,Artificial intelligence is for real.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u127w.wav,s000/audio/s000u127n.wav,57650.0,51177.0,True,The emperor had a mean temper.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u128w.wav,s000/audio/s000u128n.wav,60944.0,57937.0,True,Lots of foreign movies have subtitles.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u129w.wav,s000/audio/s000u129n.wav,68082.0,59591.0,True,Angora cats are furrier than Siamese.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u130w.wav,s000/audio/s000u130n.wav,59847.0,63811.0,True,He ate four extra eggs for breakfast.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u131w.wav,s000/audio/s000u131n.wav,65337.0,60196.0,True,We plan to build a new beverage plant.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u132w.wav,s000/audio/s000u132n.wav,84554.0,63977.0,True,Publicity and notoriety go hand in hand.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u133w.wav,s000/audio/s000u133n.wav,66435.0,66585.0,True,Pizzerias are convenient for a quick lunch.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u134w.wav,s000/audio/s000u134n.wav,90044.0,72639.0,True,December and January are nice months to spend in Miami.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u135w.wav,s000/audio/s000u135n.wav,80710.0,66035.0,True,Technical writers can abbreviate in bibliographies.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u136w.wav,s000/audio/s000u136n.wav,85103.0,79242.0,True,Scientific progress comes from the development of new techniques.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u137w.wav,s000/audio/s000u137n.wav,87893.0,76491.0,True,Tradition requires parental approval for under-age marriage.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u138w.wav,s000/audio/s000u138n.wav,71377.0,69337.0,True,The clumsy customer spilled some expensive perfume.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u139w.wav,s000/audio/s000u139n.wav,77416.0,72639.0,True,The bungalow was pleasantly situated near the shore.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u140w.wav,s000/audio/s000u140n.wav,71377.0,71556.0,True,Agricultural products are unevenly distributed.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u141w.wav,s000/audio/s000u141n.wav,81259.0,82372.0,True,Pledge to participate in Nevada's aquatic competition.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u142w.wav,s000/audio/s000u142n.wav,92361.0,71051.0,True,Which long article was opaque and needed clarification?
wtimit,"EN,MA,JP",000,M,s000/audio/s000u143w.wav,s000/audio/s000u143n.wav,70827.0,80498.0,True,The sound of Jennifer's bugle scared the antelope.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u144w.wav,s000/audio/s000u144n.wav,66435.0,64934.0,True,The willowy woman wore a muskrat coat.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u145w.wav,s000/audio/s000u145n.wav,73024.0,62965.0,True,Too much curiosity can get you into trouble.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u146w.wav,s000/audio/s000u146n.wav,56552.0,56680.0,True,Cyclical programs will never compile.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u147w.wav,s000/audio/s000u147n.wav,79063.0,68236.0,True,Correct execution of my instructions is crucial.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u148w.wav,s000/audio/s000u148n.wav,71926.0,52828.0,True,Most precincts had a third of the votes counted.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u149w.wav,s000/audio/s000u149n.wav,88946.0,74289.0,True,While waiting for Chipper she crisscrossed the square many times.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u150w.wav,s000/audio/s000u150n.wav,64239.0,57230.0,True,Vietnamese cuisine is exquisite.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u151w.wav,s000/audio/s000u151n.wav,76318.0,70988.0,True,The previous speaker presented ambiguous results.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u152w.wav,s000/audio/s000u152n.wav,76867.0,72639.0,True,"Mosquitoes exist in warm, humid climates."
wtimit,"EN,MA,JP",000,M,s000/audio/s000u153w.wav,s000/audio/s000u153n.wav,76189.0,71125.0,True,Scholastic aptitude is judged by standardized tests.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u154w.wav,s000/audio/s000u154n.wav,58577.0,52736.0,True,Orange juice tastes funny after toothpaste.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u155w.wav,s000/audio/s000u155n.wav,72305.0,71504.0,True,The water contained too much chlorine and stung his eyes.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u156w.wav,s000/audio/s000u156n.wav,70481.0,72487.0,True,Our experiment's positive outcome was unexpected.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u157w.wav,s000/audio/s000u157n.wav,57467.0,65259.0,True,Remove the splinter with a pair of tweezers.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u158w.wav,s000/audio/s000u158n.wav,58748.0,59131.0,True,The drunkard is a social outcast.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u159w.wav,s000/audio/s000u159n.wav,75220.0,74211.0,True,The government sought authorization of his citizenship.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u160w.wav,s000/audio/s000u160n.wav,95535.0,83391.0,True,"As coauthors, we presented our new book to the haughty audience."
wtimit,"EN,MA,JP",000,M,s000/audio/s000u161w.wav,s000/audio/s000u161n.wav,91142.0,84344.0,True,"As a precaution, the outlaws bought gunpowder for their stronghold."
wtimit,"EN,MA,JP",000,M,s000/audio/s000u162w.wav,s000/audio/s000u162n.wav,77416.0,68006.0,True,Her auburn hair reminded him of autumn leaves.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u163w.wav,s000/audio/s000u163n.wav,69180.0,63857.0,True,They remained lifelong friends and companions.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u164w.wav,s000/audio/s000u164n.wav,68631.0,67189.0,True,Curiosity and mediocrity seldom coexist.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u165w.wav,s000/audio/s000u165n.wav,88946.0,84240.0,True,The easygoing zoologist relaxed throughout the voyage.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u166w.wav,s000/audio/s000u166n.wav,96633.0,100019.0,True,Biologists use radioactive isotopes to study microorganisms.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u167w.wav,s000/audio/s000u167n.wav,107614.0,76592.0,True,Employee layoffs coincided with the company's reorganization.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u168w.wav,s000/audio/s000u168n.wav,46493.0,46120.0,True,Who took the kayak down the bayou?
wtimit,"EN,MA,JP",000,M,s000/audio/s000u169w.wav,s000/audio/s000u169n.wav,73422.0,66346.0,True,How would you evaluate this algebraic expression?
wtimit,"EN,MA,JP",000,M,s000/audio/s000u170w.wav,s000/audio/s000u170n.wav,101916.0,110498.0,True,The Mayan neoclassic scholar disappeared while surveying ancient ruins.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u171w.wav,s000/audio/s000u171n.wav,106235.0,95394.0,True,"The diagnosis was discouraging; however, he was not overly worried."
wtimit,"EN,MA,JP",000,M,s000/audio/s000u172w.wav,s000/audio/s000u172n.wav,89495.0,78779.0,True,The triumphant warrior exhibited naive heroism.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u173w.wav,s000/audio/s000u173n.wav,85546.0,89074.0,True,Whoever cooperates in finding Nan's cameo will be rewarded.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u174w.wav,s000/audio/s000u174n.wav,99378.0,103771.0,True,The haunted house was a hit due to outstanding audio-visual effects.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u175w.wav,s000/audio/s000u175n.wav,95535.0,102947.0,True,Severe myopia contributed to Ron's inferiority complex.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u176w.wav,s000/audio/s000u176n.wav,84076.0,93888.0,True,Buying a thoroughbred horse requires intuition and expertise.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u177w.wav,s000/audio/s000u177n.wav,47767.0,67533.0,True,Does Creole cooking use curry?
wtimit,"EN,MA,JP",000,M,s000/audio/s000u178w.wav,s000/audio/s000u178n.wav,82906.0,79063.0,True,She encouraged her children to make their own Halloween costumes.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u179w.wav,s000/audio/s000u179n.wav,69730.0,79887.0,True,We could barely see the fjords through the snow flurries.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u180w.wav,s000/audio/s000u180n.wav,69841.0,74122.0,True,Almost all colleges are now coeducational.
wtimit,"EN,MA,JP",000,M,s000/audio/s000u181w.wav,s000/audio/s000u181n.wav,70861.0,84828.0,True,Rich looked for spotted hyenas and jaguars on the safari.
